,name,3,5,10,DYN 8_2,DYN 10_3,SMT-CBS,EXP
0,grid_20x20_a2,0.0281,0.028510000000000008,0.02853666666666667,0.03079,0.030273333333333336,0.027514999999999998,0.028378333333333335
1,grid_20x20_a4,0.026975,0.02703833333333333,0.02708,0.0351,0.031935000000000005,0.02747666666666667,0.027971666666666672
2,grid_20x20_a6,0.047245,0.04609333333333334,0.045885,0.06323666666666666,0.054125000000000006,0.04702833333333333,0.05583
3,grid_20x20_a8,0.10089666666666668,0.10059,0.10073333333333334,0.12913333333333332,0.10993333333333333,0.10682666666666668,0.12056666666666667
4,grid_20x20_a10,0.060343333333333325,0.05695333333333335,0.05806333333333333,0.067075,0.06225833333333334,0.06837833333333332,0.07133666666666667
5,grid_20x20_a12,0.19941666666666666,0.20446666666666666,0.20188333333333333,0.2632666666666667,0.20551666666666668,0.21505,0.19673333333333332
6,grid_20x20_a14,0.2455166666666667,0.24565,0.2462,0.2363333333333333,0.2583166666666667,0.22125,0.22114999999999999
7,grid_20x20_a16,0.2796833333333333,0.28031666666666666,0.2786166666666667,0.33255,0.3038166666666667,0.3226333333333333,0.30426666666666663
8,grid_20x20_a18,0.17479999999999998,0.1752166666666667,0.17451666666666668,0.2445333333333333,0.21026666666666669,0.2377333333333333,0.19653333333333334
9,grid_20x20_a20,0.20315000000000005,0.20223333333333332,0.20325,0.26933333333333337,0.22275,0.2544666666666667,0.22613333333333333
10,grid_20x20_a22,0.6608666666666667,0.6634166666666667,0.6604333333333333,0.6176333333333334,0.4799,0.5949333333333333,0.7773833333333333
11,grid_20x20_a24,0.9755333333333333,0.9740333333333332,0.97425,1.0971666666666666,1.0095,1.1108166666666668,0.9450166666666666
12,grid_20x20_a26,1.6075,1.6095,1.6041666666666667,0.7470333333333333,0.8198166666666666,1.386,1.5153333333333334
13,grid_20x20_a28,0.8681333333333333,0.8663500000000001,0.8674833333333334,0.7051666666666666,1.0136666666666665,0.8651166666666666,0.7224
14,grid_20x20_a30,2.1771666666666665,2.1773333333333333,2.173,1.608,2.0856666666666666,1.2325,2.2856666666666667
